letter_idx,sentence,top_emotion,top_emotion_score,joy,neutral,sadness,surprise,anger,fear,disgust,second_emotion_score,confidence_gap,second_emotion
1,"The whole country appears a large garden; the roads are well paved, shaded on each side with rows of trees, and bordered with large canals, full of boats, passing and repassing.",neutral,0.7572113871574402,0.016890503466129303,0.7572113871574402,0.016812773421406746,0.03871248662471771,0.024853387847542763,0.010547895915806293,0.13497157394886017,0.13497157394886017,0.62223981320858,disgust
1,"Every twenty paces gives you the prospect of some villa, and every four hours that of a large town, so surprisingly neat, I am sure you would be charmed with them.",surprise,0.47046422958374023,0.3752393424510956,0.14159144461154938,0.0022176518104970455,0.47046422958374023,0.0057894084602594376,0.0024854715447872877,0.0022123968228697777,0.3752393424510956,0.09522488713264465,joy
1,The place I am now at is certainly one of the finest villages in the world.,joy,0.582353413105011,0.582353413105011,0.36328476667404175,0.005325299222022295,0.03056614100933075,0.0025778121780604124,0.0027674855664372444,0.013125079683959484,0.36328476667404175,0.21906864643096924,neutral
1,"Here are several squares finely built, and (what I think a particular beauty) the whole set with thick large trees.",neutral,0.7117176055908203,0.21194057166576385,0.7117176055908203,0.004560696892440319,0.052574388682842255,0.005045887548476458,0.000991404289379716,0.013169513083994389,0.21194057166576385,0.49977703392505646,joy
1,"The _Vour-hout_ is, at the same time, the Hyde-Park and Mall of the people of quality; for they take the air in it both on foot and in coaches.",neutral,0.9053090214729309,0.028703827410936356,0.9053090214729309,0.00484370207414031,0.0075300997123122215,0.01885206811130047,0.0033134871628135443,0.031447820365428925,0.031447820365428925,0.873861201107502,disgust
1,"There are shops for wafers, cool liquors, &c.--I have been to see several of the most celebrated gardens, but I will not teaze (sic) you with their descriptions.",neutral,0.651505708694458,0.21651339530944824,0.651505708694458,0.023652883246541023,0.0892791822552681,0.01154839713126421,0.0018956414423882961,0.005604823585599661,0.21651339530944824,0.43499231338500977,joy
1,I dare say you think my letter already long enough.,anger,0.6054862141609192,0.023808812722563744,0.171051025390625,0.01018101628869772,0.09009703993797302,0.6054862141609192,0.025967609137296677,0.07340830564498901,0.171051025390625,0.4344351887702942,neutral
1,"But I must not conclude without begging your pardon, for not obeying your commands, in sending the lace you ordered me.",anger,0.5859946012496948,0.004758370108902454,0.1136631965637207,0.16359777748584747,0.0017468949081376195,0.5859946012496948,0.01508585549890995,0.11515327543020248,0.16359777748584747,0.42239682376384735,sadness
1,"Upon my word, I can yet find none, that is not dearer than you may buy it at London.",neutral,0.8879768252372742,0.004475275985896587,0.8879768252372742,0.016302691772580147,0.06727621704339981,0.0070294104516506195,0.003307795152068138,0.013631682842969894,0.06727621704339981,0.8207006081938744,surprise
1,"If you want any India goods, here are great variety of penny-worths; and I shall follow your orders with great pleasure and exactness; being,              Dear Madam, &c. &c.",joy,0.516270101070404,0.516270101070404,0.417098730802536,0.012901592999696732,0.03459795191884041,0.012926907278597355,0.003151567419990897,0.0030531855300068855,0.417098730802536,0.09917137026786804,neutral
2,"I AM extremely sorry, my dear S. that your fears of disobliging your relations, and their fears for your health and safety, have hindered me from enjoying the happiness of your company, and you the pleasure of a diverting journey.",sadness,0.9647673964500427,0.005461844615638256,0.015582595951855183,0.9647673964500427,0.0018939264118671417,0.001469614333473146,0.006581626832485199,0.004242976661771536,0.015582595951855183,0.9491848004981875,neutral
2,"I receive some degree of mortification from every agreeable novelty, or pleasing prospect, by the reflection of your having so unluckily missed the delight which I know it would have given you.",sadness,0.4725976288318634,0.010372151620686054,0.05166587233543396,0.4725976288318634,0.001436025951988995,0.04741549864411354,0.0045563532039523125,0.41195645928382874,0.41195645928382874,0.06064116954803467,disgust
2,"If you were with me in this town, you would be ready to expect to receive visits from your Nottingham friends.",neutral,0.9325025081634521,0.03903261199593544,0.9325025081634521,0.0021813102066516876,0.012935739941895008,0.006460071541368961,0.004204140044748783,0.002683561062440276,0.03903261199593544,0.8934698961675167,joy
2,"No two places were ever more resembling; one has but to give the Maese the name of the Trent, and there is no distinguishing the prospect.",neutral,0.9170346856117249,0.0060066943988204,0.9170346856117249,0.009535998106002808,0.024425748735666275,0.006315448321402073,0.004859250970184803,0.03182220831513405,0.03182220831513405,0.8852124772965908,disgust
2,"The houses, like those of Nottingham, are built one above another, and are intermixed in the same manner with trees and gardens.",neutral,0.9086446166038513,0.005463869776576757,0.9086446166038513,0.0115648889914155,0.031701136380434036,0.010610612109303474,0.003038636175915599,0.02897625043988228,0.031701136380434036,0.8769434802234173,surprise
2,"The tower they call Julius Caesar's, has the same situation with Nottingham castle; and I cannot help fancying, I see from it the Trentfield, Adboulton, places so well known to us.",neutral,0.8431121110916138,0.021928567439317703,0.8431121110916138,0.00740129454061389,0.06669473648071289,0.013844585046172142,0.013256648555397987,0.033762115985155106,0.06669473648071289,0.7764173746109009,surprise
2,"'Tis true, the fortifications make a considerable difference.",neutral,0.9239374995231628,0.01081087440252304,0.9239374995231628,0.006080699618905783,0.010450320318341255,0.010064885020256042,0.006340054329484701,0.032315656542778015,0.032315656542778015,0.8916218429803848,disgust
2,"All the learned in the art of war bestow great commendations on them; for my part, that know nothing of the matter, I shall content myself with telling you, 'tis a very pretty walk on the ramparts, on  which there is a tower, very deservedly called the Belvidera; where people go to drink coffee, tea, &c. and enjoy one of the finest prospects in the world.",joy,0.952544629573822,0.952544629573822,0.032487910240888596,0.0034889131784439087,0.003324233228340745,0.004808562807738781,0.0008310709963552654,0.0025146743282675743,0.032487910240888596,0.9200567193329334,neutral
2,"The public walks have no great beauty but the thick shade of the trees, which is solemnly delightful.",joy,0.6754270792007446,0.6754270792007446,0.0890335962176323,0.18718621134757996,0.0029744054190814495,0.0033730813302099705,0.009945116005837917,0.03206053748726845,0.18718621134757996,0.4882408678531647,sadness
2,"But I must not forget to take notice of the bridge, which appeared very surprising to me.",surprise,0.9807722568511963,0.002351879607886076,0.006245202384889126,0.0008821937954053283,0.9807722568511963,0.0026207754854112864,0.005501898005604744,0.0016257277457043529,0.006245202384889126,0.9745270544663072,neutral
2,"It is large enough to hold hundreds of men, with horses and carriages.",neutral,0.7124217748641968,0.011072889901697636,0.7124217748641968,0.0119485417380929,0.13366171717643738,0.022734465077519417,0.03674488514661789,0.07141576707363129,0.13366171717643738,0.5787600576877594,surprise
2,"They give the value of an English two-pence to get upon it, and then away they go, bridge and all, to the other side of the river, with so slow a motion, one is hardly sensible of any at all.",neutral,0.8356650471687317,0.0027027134783566,0.8356650471687317,0.007796359248459339,0.025035254657268524,0.037969984114170074,0.02337794378399849,0.06745270639657974,0.06745270639657974,0.768212340772152,disgust
2,"I was yesterday at the French church, and stared very much at their manner of service.",disgust,0.7498233914375305,0.012191063724458218,0.07040107250213623,0.01720448210835457,0.04205746948719025,0.06124652922153473,0.04707597568631172,0.7498233914375305,0.07040107250213623,0.6794223189353943,neutral
2,"The parson clapped on a broad-brimmed hat in the first place, which gave him entirely the air of _what d'ye call him_, in Bartholomew fair, which he kept up by extraordinary antic gestures, and preaching much such stuff as the other talked to the puppets.",neutral,0.6973530650138855,0.08851318806409836,0.6973530650138855,0.007990122772753239,0.025972099974751472,0.029256215319037437,0.006233970168977976,0.14468128979206085,0.14468128979206085,0.5526717752218246,disgust
2,"However, the congregation seemed to receive it with great devotion; and I was informed by some of his flock, that he is a person of particular fame amongst them.",neutral,0.5093126893043518,0.05882483348250389,0.5093126893043518,0.024820171296596527,0.040845878422260284,0.026449449360370636,0.002968591172248125,0.3367783725261688,0.3367783725261688,0.17253431677818298,disgust
2,"I believe, by this time, you are as much tired with my account of him, as I was with his sermon; but I am sure your brother will excuse a digression in favour of the church of England.",neutral,0.8189328908920288,0.006452844478189945,0.8189328908920288,0.02315116487443447,0.044689737260341644,0.031049219891428947,0.0059626721777021885,0.06976150721311569,0.06976150721311569,0.7491713836789131,disgust
2,"You know speaking disrespectfully of the Calvinists, is the same thing as speaking honourably of the church.",disgust,0.6306036710739136,0.0019686182495206594,0.15077143907546997,0.006384457461535931,0.0020859732758253813,0.20326288044452667,0.00492292083799839,0.6306036710739136,0.20326288044452667,0.4273407906293869,anger
2,"Adieu, my dear S. always remember me; and be assured I can never forget you, &c. &c.",joy,0.416311115026474,0.416311115026474,0.36906665563583374,0.17979313433170319,0.02367646060883999,0.004554474260658026,0.0032343356870114803,0.0033638007007539272,0.36906665563583374,0.04724445939064026,neutral
3,"IF my lady ---- could  have any notion of the fatigues that I have suffered these two last days, I am sure she would own it a great proof of regard, that I now sit down to write to her.",neutral,0.8144216537475586,0.07276445627212524,0.8144216537475586,0.05305102467536926,0.03618854656815529,0.007993584498763084,0.007028007414191961,0.008552729152143002,0.07276445627212524,0.7416571974754333,joy
3,"We hired horses from Nimeguen hither, not having the conveniency (sic) of the post, and found but very indifferent accommodations at Reinberg, our first stage; but it was nothing to what I suffered yesterday.",disgust,0.4445134103298187,0.0037306547164916992,0.040484122931957245,0.4083539843559265,0.003460655687376857,0.0957874283194542,0.0036696549504995346,0.4445134103298187,0.4083539843559265,0.03615942597389221,sadness
3,"We were in hopes to reach Cologn; our horses tired at Stamel, three hours from it, where I was forced to pass the night in my clothes, in a room not at all better than a hovel; for though I have my bed with me, I had no mind to undress, where the wind came from a thousand places.",fear,0.49265897274017334,0.0035391312558203936,0.03111174702644348,0.06727587431669235,0.02771196886897087,0.09893130511045456,0.49265897274017334,0.27877092361450195,0.27877092361450195,0.2138880491256714,disgust
3,"We left this wretched lodging at day-break, and about six this morning came safe here, where I got immediately into bed.",fear,0.4804888665676117,0.003527833381667733,0.06698273122310638,0.10303603112697601,0.01057832408696413,0.013992386870086193,0.4804888665676117,0.3213936984539032,0.3213936984539032,0.1590951681137085,disgust
3,"I slept so well for three hours, that I found myself perfectly recovered, and have had spirits enough to go and see all that is curious in the town, that is to say, the churches, for here is nothing else worth seeing.",neutral,0.6719475984573364,0.14518411457538605,0.6719475984573364,0.029822638258337975,0.12171778082847595,0.0034586256369948387,0.005863485857844353,0.022005822509527206,0.14518411457538605,0.5267634838819504,joy
3,"This is a very large town, but the most part of it is old built.",neutral,0.7068982124328613,0.0038948296569287777,0.7068982124328613,0.07010165601968765,0.07539189606904984,0.01286989077925682,0.01228202786296606,0.1185615137219429,0.1185615137219429,0.5883366987109184,disgust
3,"The Jesuits church, which is the neatest, was shewed (sic) me, in a very complaisant manner, by a handsome young Jesuit; who, not knowing who I was, took a liberty in his compliments and railleries, which very much diverted me.",disgust,0.4982321858406067,0.11074330657720566,0.26209625601768494,0.0219157375395298,0.0506519079208374,0.0495433509349823,0.006817193236202002,0.4982321858406067,0.26209625601768494,0.23613592982292175,neutral
3,"Having never before seen any thing of that nature, I could not enough admire the magnificence of the altars, the rich images of the saints (all massy silver) and the _enchassures_ of the relicks (sic); though I could not help murmuring, in my heart, at the profusion of pearls, diamonds, and rubies, bestowed on the adornment of rotten teeth, and dirty rags.",disgust,0.9850651621818542,0.0007338699069805443,0.0038384164217859507,0.004365068394690752,0.0008352698641829193,0.003948872908949852,0.0012134402059018612,0.9850651621818542,0.004365068394690752,0.9807000937871635,sadness
3,"I own that I had wickedness enough to covet St Ursula's pearl necklaces; though perhaps this was no wickedness at all, an image not being certainly one's neighbour's; but I went yet farther, and wished the wench herself converted into dressing-plate.",disgust,0.7941541075706482,0.003056229092180729,0.011981675401329994,0.03791205585002899,0.0014617047272622585,0.14645978808403015,0.004974416457116604,0.7941541075706482,0.14645978808403015,0.647694319486618,anger
3,"I should also gladly see converted into silver, a great St Christopher, which I imagine would look very well in a cistern.",joy,0.9230339527130127,0.9230339527130127,0.055480677634477615,0.002473845612257719,0.004267237149178982,0.0036529318895190954,0.0006446042680181563,0.010446767322719097,0.055480677634477615,0.8675532750785351,neutral
3,"These were my pious reflections: though I was very well satisfied to see, piled up to the honour of our nation, the skulls of the eleven thousand virgins.",disgust,0.49074020981788635,0.3606072962284088,0.09024794399738312,0.021034887060523033,0.0034696427173912525,0.03211072087287903,0.001789269968867302,0.49074020981788635,0.3606072962284088,0.13013291358947754,joy
3,"I have seen some hundreds of relicks here of no less, consequence; but I will not imitate the common stile (sic) of travellers so far, as to give you a list of them; being persuaded, that you have no manner of curiosity for the titles given to jaw-bones and bits of worm-eaten wood.--Adieu, I am just going to supper, where I shall drink your health in an admirable sort of Lorrain (sic) wine, which I am sure is the same you call Burgundy in London, &c. &c.",neutral,0.7956954836845398,0.05665511265397072,0.7956954836845398,0.015826240181922913,0.027761152014136314,0.016625691205263138,0.013961641117930412,0.07347458600997925,0.07347458600997925,0.7222208976745605,disgust
4,"AFTER five days travelling post, I could not sit down to write on any other occasion, than to tell my dear lady, that I have not forgot her obliging command, of sending her some account of my travels.",neutral,0.7328377962112427,0.04428418353199959,0.7328377962112427,0.07330488413572311,0.04623189568519592,0.056089334189891815,0.026495179161429405,0.02075674571096897,0.07330488413572311,0.6595329120755196,sadness
4,"I have already passed a large part of Germany, have seen all that is remarkable in Cologn, Frankfort, Wurtsburg, and this place.",surprise,0.8487347364425659,0.006358189973980188,0.12831823527812958,0.0020542454440146685,0.8487347364425659,0.0051771788857877254,0.004664309788495302,0.004693151451647282,0.12831823527812958,0.7204165011644363,neutral
4,"'Tis impossible not to observe the difference between the free towns and those under the government of absolute princes, as all the little sovereigns of Germany are.",neutral,0.46636104583740234,0.010077127255499363,0.46636104583740234,0.04614883288741112,0.062436677515506744,0.0700862929224968,0.0723298117518425,0.272560179233551,0.272560179233551,0.19380086660385132,disgust
4,"In the first, there appears an air of commerce and plenty.",neutral,0.9367719292640686,0.01822124607861042,0.9367719292640686,0.0016134165925905108,0.017436839640140533,0.003089743899181485,0.002905040979385376,0.019961828365921974,0.019961828365921974,0.9168101008981466,disgust
4,"The streets are well-built, and full of people, neatly and plainly dressed.",neutral,0.6734076142311096,0.23126624524593353,0.6734076142311096,0.005698737222701311,0.007739309687167406,0.01391266193240881,0.0020214831456542015,0.06595396250486374,0.23126624524593353,0.4421413689851761,joy
4,"The shops are loaded with merchandise, and the commonalty are clean and cheerful.",joy,0.9585253000259399,0.9585253000259399,0.024872617796063423,0.0031795573886483908,0.0025842362083494663,0.002443893114104867,0.0003752326883841306,0.008019194938242435,0.024872617796063423,0.9336526822298765,neutral
4,"In the other you see a sort of shabby finery, a number of dirty people of quality tawdered (sic) out; narrow nasty streets out of repair, wretchedly thin of inhabitants, and above half of the common sort asking alms.",disgust,0.9690640568733215,0.0005385946133174002,0.009817159734666348,0.010560663416981697,0.0014522719429805875,0.0034058070741593838,0.005161565728485584,0.9690640568733215,0.010560663416981697,0.9585033934563398,sadness
4,"I cannot help fancying one under the figure of a clean Dutch citizen's wife, and the other like a poor town lady of pleasure, painted and ribboned out in her head-dress, with tarnished silver-laced shoes, a ragged under-petticoat, a miserable mixture of vice and poverty.--They have sumptuary laws in this town, which distinguish their rank by their dress, prevent the excess which ruins so many other cities, and has a more agreeable effect to the eye of a stranger, than our fashions.",disgust,0.538468062877655,0.008191365748643875,0.052992090582847595,0.3813151717185974,0.004048277623951435,0.009793591685593128,0.005191420670598745,0.538468062877655,0.3813151717185974,0.15715289115905762,sadness
4,"I need not be ashamed to own, that I wish these laws were in force in other parts of the world.",neutral,0.37839582562446594,0.004616203252226114,0.37839582562446594,0.26462793350219727,0.028618212789297104,0.006705854088068008,0.04525871202349663,0.2717772126197815,0.2717772126197815,0.10661861300468445,disgust
4,"When one considers impartially, the merit of a rich suit of clothes in most places, the respect and the smiles of favour it procures, not to speak of the envy and the sighs it occasions (which is very often the principal charm to the wearer), one is forced to confess, that there is need of an uncommon understanding to resift the temptation of pleasing friends and mortifying rivals; and that it is natural to young people to fall into a folly, which betrays them to that want of money which is the source of a thousand basenesses (sic).",disgust,0.7992936372756958,0.004791557788848877,0.04268930107355118,0.056779880076646805,0.0020015144255012274,0.08500690013170242,0.00943726021796465,0.7992936372756958,0.08500690013170242,0.7142867371439934,anger
4,"What numbers of men have begun the world with generous inclinations, that have afterwards been the instruments of bringing misery on a whole people, being led by vain expence (sic) into debts that they could clear no other way but by the forfeit of their honour, and which they never could have contracted, if the respect the multitude pays to habits, was fixed by law, only to a particular colour or cut of plain cloth!",disgust,0.5305565595626831,0.008135288953781128,0.04913443699479103,0.1338997632265091,0.020378122106194496,0.24328988790512085,0.014605880714952946,0.5305565595626831,0.24328988790512085,0.28726667165756226,anger
4,These reflections draw after them others that are too melancholy.,sadness,0.9674551486968994,0.002098517259582877,0.01996670663356781,0.9674551486968994,0.00293941842392087,0.0007792457472532988,0.0018077342538163066,0.004953308030962944,0.01996670663356781,0.9474884420633316,neutral
4,"I will make haste to put them out of your head by the farce of relicks, with which I have been entertained in all Romish churches.",neutral,0.5141417384147644,0.013936012051999569,0.5141417384147644,0.011431364342570305,0.011313184164464474,0.04309278354048729,0.38325560092926025,0.02282935194671154,0.38325560092926025,0.13088613748550415,fear
4,THE Lutherans are not quite free from these follies.,neutral,0.9645056128501892,0.002427882282063365,0.9645056128501892,0.009094363078474998,0.013264728710055351,0.003276187926530838,0.0027873606886714697,0.004643789958208799,0.013264728710055351,0.9512408841401339,surprise
4,"I have seen here, in the principal church, a large piece of the cross set in jewels, and the point of the spear, which they told me very gravely, was the same that pierced the side of our Saviour.",disgust,0.5981041193008423,0.0015244651585817337,0.013248106464743614,0.3184886872768402,0.00350138614885509,0.018444741144776344,0.04668843746185303,0.5981041193008423,0.3184886872768402,0.2796154320240021,sadness
4,"But I was particularly diverted in a little Roman Catholic church which is permitted here, where the professors of that religion are not very rich, and consequently cannot adorn their images in so rich a manner as their neighbour.",neutral,0.7504985332489014,0.010892137885093689,0.7504985332489014,0.04674607142806053,0.04726831242442131,0.018516715615987778,0.005366891156882048,0.1207112967967987,0.1207112967967987,0.6297872364521027,disgust
4,"For, not to be quite destitute of all finery, they have dressed up an image of our Saviour over the altar, in a fair full-bottomed wig very well powdered.",disgust,0.6568754315376282,0.038765694946050644,0.26977261900901794,0.01588454470038414,0.004878630395978689,0.011032872833311558,0.0027902736328542233,0.6568754315376282,0.26977261900901794,0.38710281252861023,neutral
4,"I imagine I see your lady ship stare at this article, of which you very much doubt the veracity; but, upon my word, I have not yet made use of the privilege of a traveller; and my whole account is written with the same plain sincerity of heart, with which I assure you that I am, dear Madam, yours, &c. &c.",neutral,0.768123984336853,0.04282315820455551,0.768123984336853,0.007851711474359035,0.015441679395735264,0.08882161974906921,0.04159948602318764,0.03533840551972389,0.08882161974906921,0.6793023645877838,anger
5,"I HAD the pleasure of receiving yours, but the day before I left London.",joy,0.8289065361022949,0.8289065361022949,0.016371943056583405,0.12944068014621735,0.006374457851052284,0.004650253802537918,0.002575553022325039,0.011680523864924908,0.12944068014621735,0.6994658559560776,sadness
5,"I give you a thousand thanks for your good wishes, and have such an opinion of their efficacy that, I am persuaded, I owe in part, to them, the good luck of having proceeded so far on my long journey without any ill accident.",joy,0.9320783019065857,0.9320783019065857,0.04656584933400154,0.00432624900713563,0.003162387991324067,0.006773166824132204,0.0014448133297264576,0.005649134051054716,0.04656584933400154,0.8855124525725842,neutral
5,"For I don't reckon it any, to have been stopped a few days in this town by a cold, since it has not only given me an opportunity of seeing all that is curious in it, but of making some acquaintance with the ladies, who have all been to see me with great civility, particularly _Madame_ ----, the wife of our king's envoy from Hanover.",neutral,0.7937756180763245,0.03706915304064751,0.7937756180763245,0.010318390093743801,0.10788041353225708,0.01112748496234417,0.002734303241595626,0.03709454461932182,0.10788041353225708,0.6858952045440674,surprise
5,"She has carried me to all the assemblies, and I have been magnificently entertained at her house, which is one of the finest here.",joy,0.8485733866691589,0.8485733866691589,0.1113395169377327,0.00505304429680109,0.0067077381536364555,0.004094302654266357,0.0012284689582884312,0.023003574460744858,0.1113395169377327,0.7372338697314262,neutral
5,"You know, that all the nobility of this place are envoys from different states.",neutral,0.9135802388191223,0.007417825981974602,0.9135802388191223,0.005721314810216427,0.01353059709072113,0.009177634492516518,0.0015818169340491295,0.048990510404109955,0.048990510404109955,0.8645897284150124,disgust
5,"Here are a great number of them, and they might pass their time agreeably enough, if they were less delicate on the point of ceremony.",neutral,0.9669854044914246,0.0141121381893754,0.9669854044914246,0.0032425185199826956,0.005294672213494778,0.0035044571850448847,0.0009304845007136464,0.005930300336331129,0.0141121381893754,0.9528732663020492,joy
5,"But instead of joining in the design of making the town as pleasant to one another as they can, and improving their little societies, they amuse themselves no other way than with perpetual quarrels, which they take care to eternize (sic), by leaving them to their successors; and an envoy to Ratisbon receives, regularly, half a dozen quarrels, among the perquisites of his employment.",disgust,0.33139199018478394,0.07716187089681625,0.2318977415561676,0.06223321333527565,0.009128858335316181,0.286367803812027,0.001818490563891828,0.33139199018478394,0.286367803812027,0.04502418637275696,anger
5,"You may be sure the ladies are not wanting, on their side, in cherishing and improving  these important _picques_, which divide the town almost into as many parties, as there are families.",neutral,0.7555567622184753,0.0524740107357502,0.7555567622184753,0.10723821818828583,0.03243283927440643,0.026754597201943398,0.00472676008939743,0.0208168625831604,0.10723821818828583,0.6483185440301895,sadness
5,"They chuse rather to suffer the mortification of sitting almost alone on their assembly nights, than to recede one jot from their pretensions.",disgust,0.6505558490753174,0.006191635504364967,0.11274728178977966,0.1828184574842453,0.0013924400554969907,0.03806491568684578,0.008229460567235947,0.6505558490753174,0.1828184574842453,0.4677373915910721,sadness
