word,language,count,pos
saying,en,1,NOUN
box,en,5,NOUN
success,en,1,NOUN
rest,en,22,NOUN
matter,en,9,NOUN
month,en,20,NOUN
care,en,26,NOUN
commission,en,4,NOUN
plan,en,1,NOUN
practice,en,1,NOUN
command,en,19,NOUN
master,en,12,NOUN
feature,en,5,NOUN
experience,en,1,NOUN
silver,en,22,NOUN
secretary,en,1,NOUN
youth,en,1,NOUN
heart,en,18,NOUN
room,en,38,NOUN
stone,en,26,NOUN
deal,en,16,NOUN
key,en,1,NOUN
picture,en,17,NOUN
fiction,en,1,NOUN
majority,en,1,NOUN
claim,en,4,NOUN
seat,en,14,NOUN
prize,en,4,NOUN
port,en,2,NOUN
castle,en,14,NOUN
wing,en,1,NOUN
opinion,en,23,NOUN
commander,en,1,NOUN
fort,en,1,NOUN
effect,en,15,NOUN
purpose,en,8,NOUN
winter,en,13,NOUN
appearance,en,11,NOUN
kind,en,26,NOUN
entry,en,1,NOUN
sense,en,8,NOUN
meaning,en,2,NOUN
map,en,1,NOUN
bishop,en,3,NOUN
rate,en,1,NOUN
voice,en,3,NOUN
jack,en,1,NOUN
justice,en,6,NOUN
temple,en,7,NOUN
sister,en,32,NOUN
table,en,14,NOUN
friend,en,27,NOUN
loss,en,6,NOUN
architecture,en,7,NOUN
face,en,44,NOUN
girl,en,12,NOUN
politics,en,1,NOUN
cause,en,6,NOUN
volume,en,1,NOUN
oil,en,1,NOUN
victory,en,2,NOUN
regiment,en,1,NOUN
branch,en,6,NOUN
train,en,5,NOUN
paper,en,2,NOUN
remains,en,16,NOUN
wrong,en,2,NOUN
mass,en,1,NOUN
comedy,en,6,NOUN
knowledge,en,8,NOUN
meeting,en,2,NOUN
figure,en,30,NOUN
camp,en,3,NOUN
variety,en,13,NOUN
owner,en,3,NOUN
attention,en,2,NOUN
religion,en,19,NOUN
mind,en,22,NOUN
descent,en,1,NOUN
inside,en,3,NOUN
authority,en,4,NOUN
vice,en,3,NOUN
notice,en,10,NOUN
spring,en,4,NOUN
opera,en,10,NOUN
founder,en,1,NOUN
husband,en,28,NOUN
importance,en,1,NOUN
boy,en,7,NOUN
nation,en,8,NOUN
faith,en,4,NOUN
entertainment,en,6,NOUN
creation,en,1,NOUN
tower,en,7,NOUN
marriage,en,8,NOUN
peace,en,3,NOUN
hour,en,23,NOUN
ability,en,1,NOUN
host,en,1,NOUN
wall,en,14,NOUN
troops,en,2,NOUN
emperor,en,38,NOUN
letter,en,63,NOUN
couple,en,3,NOUN
fellow,en,14,NOUN
duke,en,10,NOUN
gallery,en,18,NOUN
tree,en,26,NOUN
protection,en,5,NOUN
count,en,16,NOUN
situation,en,11,NOUN
lady,en,128,NOUN
influence,en,2,NOUN
machine,en,10,NOUN
ministry,en,1,NOUN
blood,en,3,NOUN
distance,en,8,NOUN
bottom,en,9,NOUN
dispute,en,5,NOUN
scene,en,16,NOUN
method,en,2,NOUN
iron,en,1,NOUN
ball,en,6,NOUN
fish,en,3,NOUN
gun,en,4,NOUN
sign,en,7,NOUN
doctor,en,5,NOUN
crime,en,1,NOUN
sex,en,6,NOUN
sentence,en,3,NOUN
horse,en,27,NOUN
wood,en,17,NOUN
rank,en,20,NOUN
direction,en,1,NOUN
guide,en,1,NOUN
weight,en,1,NOUN
fighting,en,1,NOUN
rose,en,11,NOUN
treatment,en,2,NOUN
fame,en,2,NOUN
capacity,en,1,NOUN
exchange,en,7,NOUN
translation,en,6,NOUN
estate,en,6,NOUN
piece,en,37,NOUN
growth,en,1,NOUN
murder,en,3,NOUN
revolution,en,1,NOUN
medicine,en,1,NOUN
garden,en,31,NOUN
height,en,6,NOUN
morning,en,12,NOUN
argument,en,2,NOUN
falls,en,1,NOUN
learning,en,7,NOUN
choice,en,7,NOUN
secret,en,8,NOUN
poet,en,5,NOUN
guard,en,13,NOUN
freedom,en,3,NOUN
taylor,en,2,NOUN
quarter,en,3,NOUN
copy,en,4,NOUN
description,en,22,NOUN
sort,en,47,NOUN
cell,en,2,NOUN
concert,en,2,NOUN
sub,en,1,NOUN
safety,en,2,NOUN
painting,en,6,NOUN
price,en,5,NOUN
message,en,1,NOUN
memory,en,3,NOUN
fox,en,2,NOUN
philosophy,en,3,NOUN
floor,en,3,NOUN
labour,en,4,NOUN
yard,en,3,NOUN
guest,en,1,NOUN
economy,en,1,NOUN
storm,en,4,NOUN
mile,en,15,NOUN
bowl,en,1,NOUN
damage,en,1,NOUN
fleet,en,1,NOUN
theme,en,3,NOUN
ring,en,4,NOUN
deputy,en,2,NOUN
difference,en,10,NOUN
animal,en,5,NOUN
palace,en,29,NOUN
understanding,en,3,NOUN
poetry,en,7,NOUN
row,en,12,NOUN
eye,en,41,NOUN
application,en,1,NOUN
steel,en,1,NOUN
presence,en,1,NOUN
chance,en,5,NOUN
object,en,4,NOUN
defeat,en,1,NOUN
intelligence,en,3,NOUN
connection,en,1,NOUN
plot,en,1,NOUN
firm,en,1,NOUN
portion,en,2,NOUN
residence,en,4,NOUN
moon,en,3,NOUN
limit,en,2,NOUN
minute,en,3,NOUN
wind,en,5,NOUN
crown,en,8,NOUN
step,en,9,NOUN
alliance,en,1,NOUN
heat,en,9,NOUN
credit,en,2,NOUN
boat,en,7,NOUN
colonel,en,1,NOUN
tradition,en,1,NOUN
spirit,en,8,NOUN
climate,en,9,NOUN
passing,en,1,NOUN
pope,en,2,NOUN
glass,en,6,NOUN
defence,en,2,NOUN
speech,en,2,NOUN
proposal,en,1,NOUN
ff,en,1,NOUN
fashion,en,24,NOUN
foot,en,27,NOUN
audience,en,6,NOUN
motion,en,6,NOUN
setting,en,1,NOUN
criminal,en,2,NOUN
commonwealth,en,1,NOUN
cathedral,en,2,NOUN
reality,en,1,NOUN
enemy,en,2,NOUN
respect,en,21,NOUN
killing,en,1,NOUN
fan,en,2,NOUN
painter,en,3,NOUN
universe,en,1,NOUN
aid,en,1,NOUN
driver,en,2,NOUN
baby,en,2,NOUN
calling,en,3,NOUN
weather,en,11,NOUN
bird,en,2,NOUN
strength,en,5,NOUN
keeping,en,1,NOUN
magic,en,1,NOUN
treaty,en,2,NOUN
rear,en,2,NOUN
circuit,en,1,NOUN
geography,en,1,NOUN
chamber,en,20,NOUN
moment,en,4,NOUN
grounds,en,1,NOUN
condition,en,2,NOUN
instance,en,5,NOUN
shift,en,3,NOUN
door,en,14,NOUN
institution,en,2,NOUN
princess,en,11,NOUN
corner,en,5,NOUN
mill,en,1,NOUN
spot,en,5,NOUN
progress,en,1,NOUN
truth,en,31,NOUN
peer,en,1,NOUN
shape,en,22,NOUN
legend,en,1,NOUN
injury,en,1,NOUN
violence,en,1,NOUN
chapel,en,2,NOUN
dream,en,3,NOUN
passenger,en,1,NOUN
parent,en,4,NOUN
column,en,3,NOUN
soul,en,11,NOUN
entrance,en,6,NOUN
string,en,3,NOUN
pair,en,2,NOUN
sample,en,1,NOUN
arm,en,20,NOUN
canal,en,7,NOUN
brain,en,1,NOUN
controversy,en,1,NOUN
chain,en,3,NOUN
circle,en,3,NOUN
opportunity,en,19,NOUN
manner,en,62,NOUN
lawyer,en,1,NOUN
reader,en,1,NOUN
pan,en,1,NOUN
duty,en,3,NOUN
chair,en,8,NOUN
stuff,en,13,NOUN
composition,en,2,NOUN
salt,en,1,NOUN
contribution,en,2,NOUN
retirement,en,3,NOUN
discovery,en,2,NOUN
frame,en,2,NOUN
assistance,en,1,NOUN
sale,en,2,NOUN
successor,en,2,NOUN
cabinet,en,9,NOUN
evening,en,5,NOUN
singing,en,3,NOUN
mail,en,1,NOUN
mode,en,1,NOUN
priest,en,9,NOUN
trophy,en,1,NOUN
snow,en,10,NOUN
shop,en,12,NOUN
coal,en,2,NOUN
error,en,2,NOUN
accident,en,3,NOUN
wine,en,12,NOUN
landing,en,1,NOUN
conduct,en,11,NOUN
vision,en,1,NOUN
scheme,en,2,NOUN
ceremony,en,19,NOUN
scholar,en,2,NOUN
hero,en,4,NOUN
hair,en,26,NOUN
window,en,17,NOUN
leg,en,6,NOUN
instrument,en,6,NOUN
covering,en,2,NOUN
roof,en,9,NOUN
colour,en,14,NOUN
steam,en,1,NOUN
journey,en,38,NOUN
soldier,en,6,NOUN
skin,en,5,NOUN
phrase,en,3,NOUN
advantage,en,14,NOUN
goods,en,4,NOUN
explanation,en,1,NOUN
threat,en,1,NOUN
relief,en,4,NOUN
poverty,en,3,NOUN
permission,en,9,NOUN
gate,en,8,NOUN
roll,en,2,NOUN
principle,en,2,NOUN
ridge,en,1,NOUN
monument,en,2,NOUN
expression,en,10,NOUN
wheel,en,1,NOUN
ambassador,en,7,NOUN
desert,en,7,NOUN
uncle,en,1,NOUN
rain,en,5,NOUN
admiral,en,6,NOUN
fishing,en,1,NOUN
fear,en,18,NOUN
merit,en,5,NOUN
poem,en,1,NOUN
proof,en,10,NOUN
mouth,en,5,NOUN
virgin,en,7,NOUN
beauty,en,55,NOUN
baker,en,1,NOUN
cook,en,3,NOUN
shore,en,2,NOUN
tone,en,1,NOUN
reception,en,2,NOUN
adventure,en,8,NOUN
horror,en,5,NOUN
reputation,en,3,NOUN
interpretation,en,2,NOUN
commerce,en,6,NOUN
oak,en,1,NOUN
angel,en,6,NOUN
extent,en,3,NOUN
superior,en,3,NOUN
relation,en,20,NOUN
shell,en,4,NOUN
comparison,en,2,NOUN
basin,en,5,NOUN
charity,en,4,NOUN
representation,en,3,NOUN
plate,en,3,NOUN
landscape,en,1,NOUN
guardian,en,2,NOUN
eighth,en,2,NOUN
riding,en,2,NOUN
arrival,en,4,NOUN
prose,en,2,NOUN
volunteer,en,1,NOUN
fun,en,1,NOUN
grace,en,6,NOUN
honour,en,39,NOUN
soil,en,3,NOUN
possibility,en,3,NOUN
ghost,en,1,NOUN
elevation,en,1,NOUN
waste,en,1,NOUN
fruit,en,15,NOUN
crystal,en,1,NOUN
monastery,en,3,NOUN
stream,en,4,NOUN
predecessor,en,1,NOUN
pain,en,13,NOUN
suggestion,en,1,NOUN
coat,en,2,NOUN
behaviour,en,3,NOUN
merchant,en,8,NOUN
employment,en,5,NOUN
statue,en,14,NOUN
wonder,en,13,NOUN
waiting,en,1,NOUN
patient,en,1,NOUN
belief,en,1,NOUN
visitor,en,1,NOUN
hole,en,2,NOUN
passage,en,10,NOUN
wedding,en,1,NOUN
revenue,en,2,NOUN
suit,en,2,NOUN
sculpture,en,2,NOUN
wolf,en,1,NOUN
conclusion,en,5,NOUN
diamond,en,26,NOUN
liberty,en,27,NOUN
siege,en,8,NOUN
inch,en,2,NOUN
absence,en,1,NOUN
regard,en,5,NOUN
pole,en,1,NOUN
tail,en,2,NOUN
stable,en,3,NOUN
vessel,en,5,NOUN
hearing,en,2,NOUN
falling,en,1,NOUN
villa,en,3,NOUN
rival,en,1,NOUN
inquiry,en,5,NOUN
belt,en,1,NOUN
submission,en,2,NOUN
mystery,en,2,NOUN
walking,en,1,NOUN
clock,en,2,NOUN
distinction,en,4,NOUN
pen,en,1,NOUN
transition,en,1,NOUN
citizen,en,1,NOUN
appointment,en,1,NOUN
angle,en,1,NOUN
ninth,en,1,NOUN
exercise,en,3,NOUN
resort,en,2,NOUN
dancing,en,5,NOUN
tribute,en,1,NOUN
bed,en,12,NOUN
hunting,en,2,NOUN
voyage,en,7,NOUN
affair,en,8,NOUN
item,en,1,NOUN
cap,en,4,NOUN
throne,en,3,NOUN
grandfather,en,1,NOUN
flower,en,18,NOUN
meat,en,4,NOUN
moral,en,2,NOUN
grove,en,5,NOUN
tea,en,5,NOUN
heaven,en,6,NOUN
aspect,en,1,NOUN
intention,en,1,NOUN
pat,en,1,NOUN
suffering,en,1,NOUN
globe,en,1,NOUN
experiment,en,2,NOUN
diameter,en,1,NOUN
plenty,en,8,NOUN
sword,en,1,NOUN
rebellion,en,3,NOUN
physician,en,1,NOUN
cloud,en,4,NOUN
noise,en,4,NOUN
beer,en,1,NOUN
loop,en,2,NOUN
hat,en,2,NOUN
coffee,en,13,NOUN
chancellor,en,1,NOUN
apartment,en,26,NOUN
harbour,en,1,NOUN
devil,en,3,NOUN
sultan,en,24,NOUN
milk,en,3,NOUN
romance,en,1,NOUN
mistake,en,4,NOUN
remainder,en,1,NOUN
sum,en,3,NOUN
mythology,en,1,NOUN
confusion,en,3,NOUN
occasion,en,33,NOUN
possession,en,7,NOUN
reverse,en,1,NOUN
cotton,en,1,NOUN
sitting,en,1,NOUN
bone,en,2,NOUN
monster,en,2,NOUN
succession,en,1,NOUN
kid,en,1,NOUN
delivery,en,2,NOUN
slave,en,26,NOUN
favour,en,8,NOUN
printing,en,1,NOUN
theology,en,1,NOUN
reed,en,1,NOUN
debt,en,2,NOUN
bath,en,9,NOUN
custom,en,27,NOUN
profession,en,2,NOUN
grass,en,1,NOUN
suburb,en,2,NOUN
pearl,en,20,NOUN
chorus,en,4,NOUN
cattle,en,1,NOUN
tale,en,3,NOUN
jet,en,1,NOUN
horn,en,3,NOUN
pine,en,1,NOUN
button,en,6,NOUN
neck,en,10,NOUN
vanity,en,3,NOUN
gift,en,2,NOUN
prayer,en,4,NOUN
danger,en,8,NOUN
isle,en,1,NOUN
conversation,en,14,NOUN
inn,en,6,NOUN
ba,en,2,NOUN
illness,en,1,NOUN
dress,en,65,NOUN
autumn,en,1,NOUN
difficulty,en,3,NOUN
wealth,en,4,NOUN
pride,en,2,NOUN
friendship,en,6,NOUN
corruption,en,2,NOUN
examination,en,1,NOUN
luck,en,2,NOUN
im,en,1,NOUN
preparation,en,1,NOUN
declaration,en,3,NOUN
discipline,en,1,NOUN
compound,en,2,NOUN
wire,en,1,NOUN
verse,en,16,NOUN
congregation,en,1,NOUN
drinking,en,1,NOUN
companion,en,2,NOUN
consideration,en,4,NOUN
fate,en,1,NOUN
excellence,en,1,NOUN
nonsense,en,2,NOUN
contrary,en,6,NOUN
mosque,en,22,NOUN
impression,en,1,NOUN
dancer,en,1,NOUN
anchor,en,1,NOUN
disorder,en,3,NOUN
observation,en,6,NOUN
judgment,en,3,NOUN
prisoner,en,4,NOUN
dome,en,6,NOUN
sight,en,15,NOUN
fortune,en,7,NOUN
tomb,en,6,NOUN
garrison,en,10,NOUN
eating,en,3,NOUN
doctrine,en,2,NOUN
dollar,en,1,NOUN
consumption,en,1,NOUN
sheet,en,1,NOUN
confidence,en,2,NOUN
breeding,en,5,NOUN
arch,en,6,NOUN
punishment,en,3,NOUN
lighting,en,1,NOUN
taste,en,17,NOUN
payment,en,1,NOUN
militia,en,1,NOUN
afternoon,en,1,NOUN
scandal,en,5,NOUN
widow,en,11,NOUN
witness,en,3,NOUN
diet,en,1,NOUN
fringe,en,2,NOUN
passion,en,19,NOUN
joy,en,7,NOUN
kitchen,en,3,NOUN
comedian,en,1,NOUN
arsenal,en,1,NOUN
gravity,en,4,NOUN
frontier,en,5,NOUN
slavery,en,3,NOUN
hood,en,1,NOUN
tributary,en,1,NOUN
commanding,en,1,NOUN
midnight,en,2,NOUN
diversity,en,1,NOUN
complaint,en,3,NOUN
egg,en,3,NOUN
conquest,en,5,NOUN
lover,en,16,NOUN
sin,en,2,NOUN
cannon,en,1,NOUN
catalogue,en,1,NOUN
sheep,en,3,NOUN
sculptor,en,1,NOUN
praise,en,7,NOUN
spy,en,1,NOUN
twentieth,en,1,NOUN
engagement,en,1,NOUN
dinner,en,10,NOUN
retreat,en,2,NOUN
fault,en,5,NOUN
pound,en,9,NOUN
glory,en,4,NOUN
skill,en,4,NOUN
breed,en,6,NOUN
pipe,en,2,NOUN
heir,en,4,NOUN
tissue,en,1,NOUN
monarch,en,2,NOUN
favourite,en,13,NOUN
mixture,en,6,NOUN
servant,en,7,NOUN
maker,en,1,NOUN
nose,en,1,NOUN
pace,en,4,NOUN
thunder,en,2,NOUN
monk,en,1,NOUN
jam,en,5,NOUN
goddess,en,2,NOUN
notion,en,13,NOUN
lightning,en,1,NOUN
pond,en,2,NOUN
toy,en,2,NOUN
nurse,en,2,NOUN
patron,en,1,NOUN
ash,en,3,NOUN
smoke,en,1,NOUN
grain,en,1,NOUN
bench,en,1,NOUN
paradise,en,3,NOUN
nobility,en,2,NOUN
tomorrow,en,1,NOUN
agenda,en,1,NOUN
provision,en,3,NOUN
humanity,en,2,NOUN
terror,en,3,NOUN
shoulder,en,9,NOUN
bunch,en,1,NOUN
knee,en,4,NOUN
travelling,en,6,NOUN
consequence,en,3,NOUN
furniture,en,8,NOUN
refuge,en,1,NOUN
vale,en,1,NOUN
paste,en,1,NOUN
convoy,en,3,NOUN
preference,en,3,NOUN
tune,en,4,NOUN
harmony,en,2,NOUN
pocket,en,2,NOUN
treasury,en,1,NOUN
clothes,en,11,NOUN
fur,en,7,NOUN
marble,en,38,NOUN
motto,en,4,NOUN
brass,en,2,NOUN
bag,en,3,NOUN
skull,en,2,NOUN
quantity,en,11,NOUN
barrier,en,1,NOUN
silence,en,2,NOUN
exterior,en,1,NOUN
imprisonment,en,1,NOUN
builder,en,1,NOUN
arrow,en,2,NOUN
bread,en,2,NOUN
nest,en,2,NOUN
prey,en,2,NOUN
mathematician,en,1,NOUN
inscription,en,8,NOUN
demonstration,en,1,NOUN
invitation,en,1,NOUN
fever,en,5,NOUN
empress,en,22,NOUN
clergy,en,1,NOUN
breast,en,4,NOUN
beast,en,3,NOUN
griffin,en,2,NOUN
proportion,en,10,NOUN
ceiling,en,1,NOUN
excess,en,3,NOUN
hanging,en,1,NOUN
invention,en,4,NOUN
manufacture,en,1,NOUN
cabin,en,1,NOUN
tongue,en,2,NOUN
fountain,en,16,NOUN
strait,en,8,NOUN
alphabet,en,1,NOUN
shirt,en,1,NOUN
acre,en,1,NOUN
finger,en,4,NOUN
spite,en,4,NOUN
troop,en,1,NOUN
corn,en,5,NOUN
pleasure,en,53,NOUN
faction,en,1,NOUN
olive,en,3,NOUN
treasurer,en,1,NOUN
sally,en,1,NOUN
silk,en,7,NOUN
pageant,en,1,NOUN
objection,en,1,NOUN
brilliant,en,1,NOUN
creature,en,14,NOUN
puppet,en,1,NOUN
ear,en,4,NOUN
altar,en,4,NOUN
discharge,en,1,NOUN
penny,en,1,NOUN
mud,en,1,NOUN
honey,en,3,NOUN
trunk,en,2,NOUN
handful,en,1,NOUN
dish,en,9,NOUN
luxury,en,3,NOUN
sake,en,3,NOUN
torture,en,1,NOUN
pavilion,en,1,NOUN
knife,en,3,NOUN
yesterday,en,16,NOUN
feast,en,3,NOUN
leather,en,1,NOUN
mercy,en,3,NOUN
bottle,en,1,NOUN
coral,en,1,NOUN
rowing,en,1,NOUN
wound,en,4,NOUN
conviction,en,1,NOUN
regent,en,1,NOUN
salary,en,2,NOUN
tragedy,en,2,NOUN
testimony,en,1,NOUN
duchess,en,10,NOUN
reflection,en,13,NOUN
booth,en,1,NOUN
courage,en,5,NOUN
ease,en,3,NOUN
rent,en,1,NOUN
verses,en,1,NOUN
keeper,en,1,NOUN
prospect,en,19,NOUN
anger,en,1,NOUN
decoration,en,2,NOUN
boot,en,2,NOUN
ribbon,en,6,NOUN
infant,en,5,NOUN
correspondent,en,4,NOUN
bride,en,11,NOUN
sailor,en,1,NOUN
burden,en,3,NOUN
ruby,en,5,NOUN
instant,en,1,NOUN
calm,en,1,NOUN
sterling,en,6,NOUN
whale,en,1,NOUN
justification,en,1,NOUN
ivory,en,3,NOUN
pot,en,5,NOUN
patriarch,en,1,NOUN
sunshine,en,1,NOUN
mob,en,5,NOUN
virtue,en,7,NOUN
carnival,en,1,NOUN
hay,en,3,NOUN
convent,en,5,NOUN
dealer,en,1,NOUN
frost,en,1,NOUN
reverend,en,2,NOUN
prohibition,en,1,NOUN
countess,en,8,NOUN
sovereignty,en,1,NOUN
breach,en,2,NOUN
rope,en,1,NOUN
pension,en,3,NOUN
spike,en,1,NOUN
accommodation,en,4,NOUN
gazette,en,1,NOUN
cloth,en,12,NOUN
strain,en,2,NOUN
consul,en,1,NOUN
coronation,en,1,NOUN
prophet,en,4,NOUN
fabric,en,1,NOUN
carriage,en,2,NOUN
yacht,en,2,NOUN
genius,en,5,NOUN
continuation,en,3,NOUN
comfort,en,5,NOUN
dwarf,en,2,NOUN
fold,en,3,NOUN
happiness,en,10,NOUN
warehouse,en,1,NOUN
miracle,en,5,NOUN
leisure,en,3,NOUN
wage,en,1,NOUN
midway,en,2,NOUN
scratch,en,1,NOUN
partition,en,1,NOUN
destiny,en,4,NOUN
persecution,en,2,NOUN
fool,en,3,NOUN
dirt,en,3,NOUN
imagination,en,4,NOUN
amusement,en,7,NOUN
ancestor,en,1,NOUN
fence,en,1,NOUN
lamb,en,2,NOUN
turtle,en,2,NOUN
cake,en,3,NOUN
curse,en,1,NOUN
habit,en,16,NOUN
exposition,en,1,NOUN
oath,en,1,NOUN
tract,en,1,NOUN
courtesy,en,3,NOUN
amber,en,1,NOUN
deity,en,1,NOUN
passport,en,1,NOUN
shame,en,2,NOUN
laurel,en,1,NOUN
stranger,en,7,NOUN
shoe,en,6,NOUN
basket,en,6,NOUN
rage,en,1,NOUN
ceremonial,en,1,NOUN
tooth,en,2,NOUN
mercer,en,1,NOUN
meal,en,2,NOUN
dominion,en,7,NOUN
medley,en,1,NOUN
marquis,en,1,NOUN
majesty,en,16,NOUN
herb,en,4,NOUN
dove,en,1,NOUN
beef,en,1,NOUN
plague,en,2,NOUN
pie,en,1,NOUN
cement,en,1,NOUN
refugee,en,1,NOUN
vintage,en,1,NOUN
gentleman,en,7,NOUN
banker,en,1,NOUN
smile,en,8,NOUN
discourse,en,4,NOUN
chin,en,1,NOUN
rite,en,1,NOUN
civility,en,15,NOUN
soup,en,1,NOUN
dissertation,en,1,NOUN
throat,en,5,NOUN
breath,en,1,NOUN
alley,en,3,NOUN
miniature,en,1,NOUN
straw,en,1,NOUN
symmetry,en,1,NOUN
necessity,en,1,NOUN
disposal,en,3,NOUN
mistress,en,11,NOUN
bud,en,1,NOUN
convenience,en,2,NOUN
shade,en,11,NOUN
lamp,en,4,NOUN
bloom,en,3,NOUN
denial,en,2,NOUN
maid,en,16,NOUN
parole,en,1,NOUN
vein,en,3,NOUN
pilgrimage,en,1,NOUN
antiquity,en,4,NOUN
duel,en,1,NOUN
darling,en,1,NOUN
harp,en,1,NOUN
sauce,en,1,NOUN
thief,en,1,NOUN
sentiment,en,5,NOUN
privilege,en,8,NOUN
captive,en,1,NOUN
wool,en,1,NOUN
lumber,en,1,NOUN
turret,en,1,NOUN
